keyword,product_name,price,price_original,discount_percentage,rating,shop.name,url,document,document_clean
laptop,Lenovo Thinkpad T490 - T480 - T470 - T460 14 Inch Core i5 / i7 BIG SALE,3500000,,0,,ASIA LAPTOP,https://www.tokopedia.com/asia-laptop/lenovo-thinkpad-t490-t480-t470-t460-14-inch-core-i5-i7-big-sale-1733181122231895639-1735038017258423895?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,Lenovo Thinkpad T490 - T480 - T470 - T460 14 Inch Core i5 / i7 BIG SALE laptop,lenovo thinkpad t490 t480 t470 t460 14 inch core i5 i7 big sale laptop
laptop,"Laptop ZYREX Bunaken Intel Celeron N4020 RAM 4GB 14"" HD Windows 10 – 64GB eMMC (Opsional SSD M.2 128/256) Port Lengkap Type-C/HDMI – Garansi Resmi 1 Tahun",3349000,Rp4.199.000,20,,Zyrex Indonesia Store,https://www.tokopedia.com/zyrex-indonesia-store/laptop-zyrex-bunaken-intel-celeron-n4020-ram-4gb-14-hd-windows-10-64gb-emmc-opsional-ssd-m-2-128-256-port-lengkap-type-c-hdmi-garansi-resmi-1-tahun-1734417958094537911-1735636758361834679?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,"Laptop ZYREX Bunaken Intel Celeron N4020 RAM 4GB 14"" HD Windows 10 – 64GB eMMC (Opsional SSD M.2 128/256) Port Lengkap Type-C/HDMI – Garansi Resmi 1 Tahun laptop",laptop zyrex bunaken intel celeron n4020 ram 4gb 14 hd windows 10 64gb emmc opsional ssd m 2 128 256 port lengkap type c hdmi garansi resmi 1 tahun laptop
laptop,"ADVAN Workplus Heritage Ryzen 5 7535HS 16GB/1TB 14"" IPS FHD WUXGA 1920 x 1200 16:10 Lightweigth Free Windows 11 Garansi Resmi 2 Tahun Laptop Notebook Desain Eksklusif Batik Megamendung",7694050,Rp10.999.000,30,4.9,ADVAN INDONESIA,https://www.tokopedia.com/advanstore/advan-workplus-heritage-ryzen-5-7535hs-16gb-1tb-14-ips-fhd-wuxga-1920-x-1200-16-10-lightweigth-free-windows-11-garansi-resmi-2-tahun-laptop-notebook-desain-eksklusif-batik-megamendung-1732205440219055975?extParam=ivf%3Dtrue%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch%26whid%3D21392088,"ADVAN Workplus Heritage Ryzen 5 7535HS 16GB/1TB 14"" IPS FHD WUXGA 1920 x 1200 16:10 Lightweigth Free Windows 11 Garansi Resmi 2 Tahun Laptop Notebook Desain Eksklusif Batik Megamendung laptop",advan workplus heritage ryzen 5 7535hs 16gb 1tb 14 ips fhd wuxga 1920 x 1200 16 10 lightweigth free windows 11 garansi resmi 2 tahun laptop notebook desain eksklusif batik megamendung laptop
laptop,LENOVO THINKPAD T14 GEN 2 CORE I7-1185G7 16GB 512SSD W11PRO 14.0FHD,6314454,Rp6.646.794,5,4.9,TOKO SHOLEH ONLINE,https://www.tokopedia.com/sholehonl/lenovo-thinkpad-t14-gen-2-core-i7-1185g7-16gb-512ssd-w11pro-14-0fhd-1731669153093485799?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,LENOVO THINKPAD T14 GEN 2 CORE I7-1185G7 16GB 512SSD W11PRO 14.0FHD laptop,lenovo thinkpad t14 gen 2 core i7 1185g7 16gb 512ssd w11pro 14 0fhd laptop
laptop,DELL LATITUDE 5300 i5-8365 8TH GEN / 16GB RAM / SSD 512GB /FHD/ BACKLITE,2232500,Rp2.350.000,5,4.9,Ari Speed Comp,https://www.tokopedia.com/arispeedcomp/dell-latitude-5300-i5-8365-8th-gen-16gb-ram-ssd-512gb-fhd-backlite-1731579536215278752?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,DELL LATITUDE 5300 i5-8365 8TH GEN / 16GB RAM / SSD 512GB /FHD/ BACKLITE laptop,dell latitude 5300 i5 8365 8th gen 16gb ram ssd 512gb fhd backlite laptop
laptop,ASUS Vivobook GO 14 E1404FA Ryzen 3-7320U 8GB SSD 512GB Windows 11 14 FHD GREY BLACK,7551550,Rp13.099.000,42,5.0,GAMER.ID,https://www.tokopedia.com/gameridos/asus-vivobook-go-14-e1404fa-ryzen-3-7320u-8gb-ssd-512gb-windows-11-14-fhd-grey-black-1730989783325967969?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch%26whid%3D10721961,ASUS Vivobook GO 14 E1404FA Ryzen 3-7320U 8GB SSD 512GB Windows 11 14 FHD GREY BLACK laptop,asus vivobook go 14 e1404fa ryzen 3 7320u 8gb ssd 512gb windows 11 14 fhd grey black laptop
laptop,"HP VICTUS 15 RTX4050-6GB Laptop Gaming 15.6"" IPS 144Hz Intel Core i5-13420H 32GB RAM 1TB SSD Windows 11 Home Bonus Tas & Mouse Gaming",14724050,Rp15.499.000,5,5.0,Eksklusif Komputer,https://www.tokopedia.com/ekskom/hp-victus-15-rtx4050-6gb-laptop-gaming-15-6-ips-144hz-intel-core-i5-13420h-32gb-ram-1tb-ssd-windows-11-home-bonus-tas-mouse-gaming-1730020857494472157-1735580493985908189?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,"HP VICTUS 15 RTX4050-6GB Laptop Gaming 15.6"" IPS 144Hz Intel Core i5-13420H 32GB RAM 1TB SSD Windows 11 Home Bonus Tas & Mouse Gaming laptop",hp victus 15 rtx4050 6gb laptop gaming 15 6 ips 144hz intel core i5 13420h 32gb ram 1tb ssd windows 11 home bonus tas mouse gaming laptop
laptop,Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHS,8435050,Rp9.499.000,11,5.0,lenovo authorized tangerang,https://www.tokopedia.com/lenovo-tangerang/lenovo-ideapad-slim-3i-i3-1315u-512gb-ssd-8gb-win11-ohs-1731416963606284286?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHS laptop,lenovo ideapad slim 3i i3 1315u 512gb ssd 8gb win11 ohs laptop
laptop,Laptop HP Pavilion 16 AMD Ryzen 5 8540u | Ryzen 7 8840u Win 11 Garansi 1th,7980000,Rp13.500.000,41,5.0,Notebook Labb,https://www.tokopedia.com/notebooklab/hp-pavilion-15-amd-ryzen-7-5700u-ram-32gb-ssd-nvme-1tb-fullhd-ips-windows-11-original-warna-fog-blue-1731098582218933559-1735550758273910071?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,Laptop HP Pavilion 16 AMD Ryzen 5 8540u | Ryzen 7 8840u Win 11 Garansi 1th laptop,laptop hp pavilion 16 amd ryzen 5 8540u ryzen 7 8840u win 11 garansi 1th laptop
laptop,"LAPTOP HP EliteBook 840 G8 Core i5 11TH RAM 32GB / SSD 1TB 14""",4512500,Rp4.750.000,5,4.9,US ELECTRONIC,https://www.tokopedia.com/us-electronic/laptop-hp-elitebook-840-g8-core-i5-11th-ram-32gb-ssd-1tb-14-1729888907439015041-1735172415278580865?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,"LAPTOP HP EliteBook 840 G8 Core i5 11TH RAM 32GB / SSD 1TB 14"" laptop",laptop hp elitebook 840 g8 core i5 11th ram 32gb ssd 1tb 14 laptop
laptop,"Laptop Baru HP 14 Athlon Silver 7120u (2cpus, up to 3,5GHz) SSD Blue",4465000,Rp4.700.000,5,5.0,Laptop Studio,https://www.tokopedia.com/laptopstudio/laptop-baru-hp-14-athlon-silver-7120u-2cpus-up-to-3-5ghz-ssd-blue-1734488930383267077?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,"Laptop Baru HP 14 Athlon Silver 7120u (2cpus, up to 3,5GHz) SSD Blue laptop",laptop baru hp 14 athlon silver 7120u 2cpus up to 3 5ghz ssd blue laptop
laptop,Laptop Lenovo Yoga X13 Intel Core i7 | i5 Gen 10 RAM 16GB SSD 1TB Nvme free mouse dan tas,4850000,,0,5.0,RedStar Electronic,https://www.tokopedia.com/redstarelectronic/laptop-lenovo-yoga-x13-intel-core-i7-i5-gen-10-ram-16gb-ssd-1tb-nvme-free-mouse-dan-tas-1732781336907514931?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,Laptop Lenovo Yoga X13 Intel Core i7 | i5 Gen 10 RAM 16GB SSD 1TB Nvme free mouse dan tas laptop,laptop lenovo yoga x13 intel core i7 i5 gen 10 ram 16gb ssd 1tb nvme free mouse tas laptop
laptop,"Laptop ZYREX Sky 232 Mini 64 II Intel Celeron N4020 RAM 4GB 64GB eMMC + SSD M.2 (128/256) 11.6"" FHD IPS - Windows 11 USB Type-C/HDMI/MicroSD – Garansi Resmi 1 Tahun",2699000,Rp2.799.000,4,5.0,Zyrex Indonesia Store,https://www.tokopedia.com/zyrex-indonesia-store/laptop-zyrex-sky-232-mini-64-ii-intel-celeron-n4020-ram-4gb-64gb-emmc-ssd-m-2-128-256-11-6-fhd-ips-windows-11-usb-type-c-hdmi-microsd-garansi-resmi-1-tahun-1734417515193140407-1735264596712785079?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,"Laptop ZYREX Sky 232 Mini 64 II Intel Celeron N4020 RAM 4GB 64GB eMMC + SSD M.2 (128/256) 11.6"" FHD IPS - Windows 11 USB Type-C/HDMI/MicroSD – Garansi Resmi 1 Tahun laptop",laptop zyrex sky 232 mini 64 ii intel celeron n4020 ram 4gb 64gb emmc ssd m 2 128 256 11 6 fhd ips windows 11 usb type c hdmi microsd garansi resmi 1 tahun laptop
laptop,ULTRABOOK DELL LATITUDE 7400 i7-8665 TOUCH / 32GB RAM / SSD 1TB/ IPS,3550000,,0,,Ari Speed Comp,https://www.tokopedia.com/arispeedcomp/ultrabook-dell-latitude-7400-i7-8665-touch-32gb-ram-ssd-1tb-ips-1735578278595953824-1735578502355977376?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,ULTRABOOK DELL LATITUDE 7400 i7-8665 TOUCH / 32GB RAM / SSD 1TB/ IPS laptop,ultrabook dell latitude 7400 i7 8665 touch 32gb ram ssd 1tb ips laptop
laptop,Laptop HP EliteBook 840 G8 Intel I5/I7 GEN 11 RAM 16GB SSD 1TB 14” Windows Ori,5415000,Rp5.700.000,5,5.0,Laptop Kitaaa,https://www.tokopedia.com/laptop-kitaaa/laptop-hp-elitebook-845-g7-g8-amd-r5-4650u-r5-5650u-ram-16gb-ssd-1tb-14-windows-ori-1732148912324249066-1735607345972741610?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,Laptop HP EliteBook 840 G8 Intel I5/I7 GEN 11 RAM 16GB SSD 1TB 14” Windows Ori laptop,laptop hp elitebook 840 g8 intel i5 i7 gen 11 ram 16gb ssd 1tb 14 windows ori laptop
laptop,TERMURAH - Laptop ACER Aspire Core i3 Ram 8GB/1TB Windows 10 14 inch,2504500,Rp2.550.000,2,4.5,Sparta Electronic,https://www.tokopedia.com/spartaelectronic/termurah-laptop-acer-aspire-core-i3-ram-8gb-1tb-windows-10-14-inch-4gb-500gb-4775f?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,TERMURAH - Laptop ACER Aspire Core i3 Ram 8GB/1TB Windows 10 14 inch laptop,murah laptop acer aspire core i3 ram 8gb 1tb windows 10 14 inch laptop
laptop,"Macbook Air 13"" 2020 Retina Quad Core i7 i5 i3 16/512GB - 8/512 SSD - 8/128 100% Original - i3 8/128 SSD",3150000,,0,5.0,Vegas Computer,https://www.tokopedia.com/vegas-computer/macbook-air-13-2020-retina-quad-core-i7-i5-i3-16-512gb-8-512-ssd-8-128-100-original-i3-8-128-ssd-1733387358427710973-1735106387337774589?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,"Macbook Air 13"" 2020 Retina Quad Core i7 i5 i3 16/512GB - 8/512 SSD - 8/128 100% Original - i3 8/128 SSD laptop",macbook air 13 2020 retina quad core i7 i5 i3 16 512gb 8 512 ssd 8 128 100 original i3 8 128 ssd laptop
laptop,"MacBook Air 2020 13"" Intel Quad Core i7 16/512GB",5399800,Rp7.000.000,23,5.0,Champion-Com,https://www.tokopedia.com/champion-/macbook-air-2020-13-intel-quad-core-i7-16-512gb-1732280164150904417?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,"MacBook Air 2020 13"" Intel Quad Core i7 16/512GB laptop",macbook air 2020 13 intel quad core i7 16 512gb laptop
laptop,Lenovo ThinkPad T480s Core i7-8650U 24GB RAM 512GB NVMe SSD TC FULL HD//WINDOWS 11,2650000,,0,4.8,RedStar Electronic,https://www.tokopedia.com/redstarelectronic/lenovo-thinkpad-t480s-core-i7-8650u-24gb-ram-512gb-nvme-ssd-tc-full-hd-windows-11-1729822537494135859?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,Lenovo ThinkPad T480s Core i7-8650U 24GB RAM 512GB NVMe SSD TC FULL HD//WINDOWS 11 laptop,lenovo thinkpad t480s core i7 8650u 24gb ram 512gb nvme ssd tc full hd windows 11 laptop
laptop,Lenovo Ideapad Slim 3i i3-1315U 256GB SSD 8GB FHD Win11+OHS,7884050,Rp9.399.000,16,5.0,lenovo authorized tangerang,https://www.tokopedia.com/lenovo-tangerang/lenovo-ideapad-slim-3i-i3-1315u-256gb-ssd-8gb-fhd-win11-ohs-1732262383824504830?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457344734BA6F3DE83D09B0PQ%26src%3Dsearch,Lenovo Ideapad Slim 3i i3-1315U 256GB SSD 8GB FHD Win11+OHS laptop,lenovo ideapad slim 3i i3 1315u 256gb ssd 8gb fhd win11 ohs laptop
laptop,ThinkPad T490 T490s Core i7 16GB 512GB  / Thinkpad T490s T490 / T490 T490s,3895000,Rp4.100.000,5,4.9,Gugel Laptop,https://www.tokopedia.com/gugellaptop/thinkpad-t490-t490s-core-i7-16gb-512gb-thinkpad-t490s-t490-t490-t490s-1731506706617304354?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,ThinkPad T490 T490s Core i7 16GB 512GB  / Thinkpad T490s T490 / T490 T490s laptop,thinkpad t490 t490s core i7 16gb 512gb thinkpad t490s t490 t490 t490s laptop
laptop,Laptop Asus Vivobook 14 Core i3 Gen 13 1315u FullHD Win 11 Garansi 1th,6365000,Rp9.800.000,35,5.0,Notebook Labb,https://www.tokopedia.com/notebooklab/laptop-asus-vivobook-14-intel-core-i3-gen-13-ram-up-to-24gb-ssd-nvme-up-to-1tb-fullhd-windows-11-original-1730096242573477175-1735233700881073463?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Laptop Asus Vivobook 14 Core i3 Gen 13 1315u FullHD Win 11 Garansi 1th laptop,laptop asus vivobook 14 core i3 gen 13 1315u fullhd win 11 garansi 1th laptop
laptop,"ASPIRE LITE AL14-32P-37CE CORE 3 N355 8GB DDR5 512GB SSD UMA 14"" IPS WUXGA W11H OH2024 FRESH BLUE BP",7885000,Rp8.300.000,5,,INFONET Mall Harco Mangga Dua,https://www.tokopedia.com/infonet-mall-harco-mangga-dua/aspire-lite-al14-32p-37ce-core-3-n355-8gb-ddr5-512gb-ssd-uma-14-ips-wuxga-w11h-oh2024-fresh-blue-bp-1733932288391873743?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,"ASPIRE LITE AL14-32P-37CE CORE 3 N355 8GB DDR5 512GB SSD UMA 14"" IPS WUXGA W11H OH2024 FRESH BLUE BP laptop",aspire lite al14 32p 37ce core 3 n355 8gb ddr5 512gb ssd uma 14 ips wuxga w11h oh2024 fresh blue bp laptop
laptop,Laptop Lenovo Thinkpad T490 T490s Core i5 i7 8th 16GB 512GB,2400000,,0,4.9,MR elektronik,https://www.tokopedia.com/alvinluo-shop/laptop-lenovo-thinkpad-t490-t490s-core-i5-i7-8th-16gb-512gb-1733504972756715305?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,Laptop Lenovo Thinkpad T490 T490s Core i5 i7 8th 16GB 512GB laptop,laptop lenovo thinkpad t490 t490s core i5 i7 8th 16gb 512gb laptop
laptop,Lenovo Ideapad Slim 3i i3-1315U 256GB SSD 8GB Win11+OHS,7884050,Rp11.999.000,34,5.0,Lenovo Indonesia Official,https://www.tokopedia.com/lenovo-indonesia-official/lenovo-ideapad-slim-3i-i3-1315u-256gb-ssd-8gb-win11-ohs-1732262723877897738?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,Lenovo Ideapad Slim 3i i3-1315U 256GB SSD 8GB Win11+OHS laptop,lenovo ideapad slim 3i i3 1315u 256gb ssd 8gb win11 ohs laptop
laptop,PROMO !! LAPTOP ASUS X441 RAM (8GB/1TB - 8GB/512GB SSD) FREE MOUSE/TAS,1700000,,0,4.6,RedStar Electronic,https://www.tokopedia.com/redstarelectronic/promo-laptop-asus-x441-ram-8gb-1tb-8gb-512gb-ssd-free-mouse-tas-gold-4gb-500gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457344734BA6F3DE83D09B0PQ%26src%3Dsearch,PROMO !! LAPTOP ASUS X441 RAM (8GB/1TB - 8GB/512GB SSD) FREE MOUSE/TAS laptop,promo laptop asus x441 ram 8gb 1tb 8gb 512gb ssd free mouse tas laptop
laptop,LAPTOP HP INTEL CELERON RAM 8GB HDD 1000GB | WIN 10,1850000,,0,4.6,MR elektronik,https://www.tokopedia.com/alvinluo-shop/laptop-hp-intel-celeron-ram-8gb-hdd-1000gb-win-10-4gb-500gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,LAPTOP HP INTEL CELERON RAM 8GB HDD 1000GB | WIN 10 laptop,laptop hp intel celeron ram 8gb hdd 1000gb win 10 laptop
laptop,Asus Vivobook Flip 14 INI Intel Core I5-4200U 14 Inci Layar Sentuh Anti Spy detil clarify PROPERTY oldValue Notebook Laptop,420000,,0,,toserbamemey,https://www.tokopedia.com/toserbamemey/asus-vivobook-flip-14-ini-intel-core-i5-4200u-14-inci-layar-sentuh-anti-spy-detil-clarify-property-oldvalue-notebook-laptop-1734495018816734702?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Asus Vivobook Flip 14 INI Intel Core I5-4200U 14 Inci Layar Sentuh Anti Spy detil clarify PROPERTY oldValue Notebook Laptop laptop,asus vivobook flip 14 intel core i5 4200u 14 inci layar sentuh anti spy detil clarify property oldvalue notebook laptop laptop
laptop,laptop hp core i5 gen 4 RAM 8 GB SSD ngebut fullsett siap pake,1450000,,0,4.6,kheycellcom shop,https://www.tokopedia.com/kheycellco-167/laptop-hp-core-i5-gen-4-ram-8-gb-ssd-ngebut-fullsett-siap-pake?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D2026051804573034ED066DF378EF38E4S7%26src%3Dsearch,laptop hp core i5 gen 4 RAM 8 GB SSD ngebut fullsett siap pake laptop,laptop hp core i5 gen 4 ram 8 gb ssd ngebut fullsett siap pake laptop
laptop,Laptop Gaming Asus X505z Ryzen 5 8/128 Mulus murah,2821500,Rp2.970.000,5,,thinkpadpd,https://www.tokopedia.com/thinkpadpd/laptop-gaming-asus-x505z-ryzen-5-8-128-mulus-murah-1732237995338073517?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Laptop Gaming Asus X505z Ryzen 5 8/128 Mulus murah laptop,laptop gaming asus x505z ryzen 5 8 128 mulus murah laptop
laptop,Laptop lenovo thinkpad e431 i5 gen 2 ssd 128gb ram 4g,1282500,Rp1.350.000,5,,Innovate e-store,https://www.tokopedia.com/innovatestore/laptop-lenovo-thinkpad-e431-i5-gen-2-ssd-128gb-ram-4g?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Laptop lenovo thinkpad e431 i5 gen 2 ssd 128gb ram 4g laptop,laptop lenovo thinkpad e431 i5 gen 2 ssd 128gb ram 4g laptop
laptop,"Macbook Air 2015 Core i5 8GB 128GB 13Inch & 11Inch Original - 13Inch, Air 2015 i5 4/128",2200000,,0,5.0,Vegas Computer,https://www.tokopedia.com/vegas-computer/macbook-air-2015-core-i5-8gb-128gb-13inch-11inch-original-13inch-air-2015-i5-4-128-1734215842361738749-1735030090846930429?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457344734BA6F3DE83D09B0PQ%26src%3Dsearch,"Macbook Air 2015 Core i5 8GB 128GB 13Inch & 11Inch Original - 13Inch, Air 2015 i5 4/128 laptop",macbook air 2015 core i5 8gb 128gb 13inch 11inch original 13inch air 2015 i5 4 128 laptop
laptop,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 Tahun",6079050,Rp7.999.000,24,4.9,ADVAN INDONESIA,https://www.tokopedia.com/advanstore/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-inch-fhd-16-10-ips-wifi-5-upgradable-free-windows-11-garansi-resmi-1-tahun-1732195776192677735?extParam=ivf%3Dtrue%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch%26whid%3D21392088,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 Tahun laptop",advan workmate amd ryzen 5 3500u 8gb 256gb 14 inch fhd 16 10 ips wifi 5 upgradable free windows 11 garansi resmi 1 tahun laptop
laptop,Laptop Dell Latitude 7300 Core i7 Gen 8 RAM 16GB SSD 512GB FREE TAS,4100000,,0,4.7,STAR JAYA ELECTRONIC,https://www.tokopedia.com/starjayaelectronic/laptop-dell-latitude-7300-core-i7-gen-8-ram-16gb-ssd-512gb-free-tas-1733195085765838763?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Laptop Dell Latitude 7300 Core i7 Gen 8 RAM 16GB SSD 512GB FREE TAS laptop,laptop dell latitude 7300 core i7 gen 8 ram 16gb ssd 512gb free tas laptop
laptop,Laptop HP Elitebook 840 G6 Core i7-8665u Ram 32GB SSD 512GB Bergaransi,2470000,Rp2.600.000,5,4.9,Hosea Timoho29,https://www.tokopedia.com/timoho29/laptop-hp-elitebook-840-g6-core-i7-8665u-ram-32gb-ssd-512gb-bergaransi-840-g1-core-i5-8gb-ssd-128gb-30207?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Laptop HP Elitebook 840 G6 Core i7-8665u Ram 32GB SSD 512GB Bergaransi laptop,laptop hp elitebook 840 g6 core i7 8665u ram 32gb ssd 512gb garansi laptop
laptop,Axioo Laptop Hype 7 AMD X7-2 Ryzen 7-5825U/16GB/512GB/FHD IPS - Windows 11,9099000,Rp12.369.000,26,5.0,Axioo Indonesia,https://www.tokopedia.com/axioo-indonesia/axioo-laptop-hype-7-amd-x7-2-ryzen-7-5825u-16gb-512gb-fhd-ips-windows-11-1730815058867553365?extParam=ivf%3Dtrue%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,Axioo Laptop Hype 7 AMD X7-2 Ryzen 7-5825U/16GB/512GB/FHD IPS - Windows 11 laptop,axioo laptop hype 7 amd x7 2 ryzen 7 5825u 16gb 512gb fhd ips windows 11 laptop
laptop,Laptop Advan Soulmate X 14” IPS FHD AMD 3020e 8GB/128GB Free Windows 11 Original Notebook Upgradeable,3662250,Rp9.199.000,60,4.9,TeknoTrend ID,https://www.tokopedia.com/teknotrend/advan-soulmate-x-14-ips-fhd-amd-3020e-8gb-128gb-free-windows-11-original-notebook-upgradeable-1731262233753913282-1735137477776345026?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D20260518045735FE73F687E5BC523420G3%26src%3Dsearch,Laptop Advan Soulmate X 14” IPS FHD AMD 3020e 8GB/128GB Free Windows 11 Original Notebook Upgradeable laptop,laptop advan soulmate x 14 ips fhd amd 3020e 8gb 128gb free windows 11 original notebook upgradeable laptop
laptop,Promo Laptop Lenovo L13 Yoga 2 IN 1 Touschreen Core I5 Gen 11 Ram 16 Gb Ssd 256 With Stylus Pen I Bonus Melimpah,4123000,Rp7.233.333,43,5.0,WD.COMPUTER,https://www.tokopedia.com/wdcomputer/promo-laptop-lenovo-l13-yoga-2-in-1-touschreen-core-i5-gen-11-ram-16-gb-ssd-256-with-stylus-pen-i-bonus-melimpah-1735247991400400066?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Promo Laptop Lenovo L13 Yoga 2 IN 1 Touschreen Core I5 Gen 11 Ram 16 Gb Ssd 256 With Stylus Pen I Bonus Melimpah laptop,promo laptop lenovo l13 yoga 2 in 1 touschreen core i5 gen 11 ram 16 gb ssd 256 with stylus pen i bonus limpah laptop
laptop,Dell Inspiron 5482 2in1 i7 8565U Nvidia RAM 16GB SSD 512GB mulus touchscreen dual vga,5130000,Rp5.400.000,5,,hartechshop,https://www.tokopedia.com/hartechshop/dell-inspiron-5482-2in1-i7-8565u-nvidia-ram-16gb-ssd-512gb-mulus-touchscreen-dual-vga-1734119117098157595?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Dell Inspiron 5482 2in1 i7 8565U Nvidia RAM 16GB SSD 512GB mulus touchscreen dual vga laptop,dell inspiron 5482 2in1 i7 8565u nvidia ram 16gb ssd 512gb mulus touchscreen dual vga laptop
laptop,Laptop Murah Bekas Berkualitas Core i5 / i7 Bergaransi Grade B,800000,,0,4.9,ASIATech.,https://www.tokopedia.com/asiatechbdg/laptop-murah-bekas-berkualitas-core-i5-i7-bergaransi-grade-b-1731572938775103037-1731572975116846653?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26search_id%3D202605180457326FAA8040DA20EF214QNH%26src%3Dsearch,Laptop Murah Bekas Berkualitas Core i5 / i7 Bergaransi Grade B laptop,laptop murah bekas kualitas core i5 i7 garansi grade b laptop
