keyword,product_name,price,price_original,discount_percentage,rating,shop.name,url
sepatu,PUMA PUMA Shuffle Sneakers White-Myrtle-Vapor Gray-Gold,741073,Rp799.000,7,4.9,PUMA Indonesia,https://www.tokopedia.com/puma-official/hot-product-puma-puma-shuffle-sneakers-white-myrtle-vapor-gray-gold-1730921969306666297?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,[HOT PRODUCT] PUMA Sepatu Sneaker Caven Mix Vine-Black,725575,Rp1.199.000,39,4.9,PUMA Indonesia,https://www.tokopedia.com/puma-official/hot-product-puma-sepatu-sneaker-caven-mix-vine-black-1731177137707058489?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D20260518045802577BCC914F9E553D3EVB%26src%3Dsearch
sepatu,"[HAPIGOGO]Sepatu lari unisex，putih biru，Sepatu kasual bergaya Korea Outdoor Running,sepatu running Olahraga",303400,Rp720.000,58,5.0,HAPIGOGO,https://www.tokopedia.com/hapigogo/hapigogo-sepatu-lari-unisex-putih-biru-sepatu-kasual-bergaya-korea-outdoor-running-1734913749354972920-1734913791835801336?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Ventela Class Low Black Natural,185900,Rp299.800,38,4.9,ventela idn,https://www.tokopedia.com/ventela-idn/ventela-class-low-black-natural-1734209217442907405?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,[Daisy​ shoes] BOSTANTEN Nami Sepatu Sneakers Wanita Sport Shoes Nyaman dan Casual Serbaguna Tinggi 3.5CM,129998,Rp499.999,74,4.9,BOSTANTEN.SHOES,https://www.tokopedia.com/bostanten-woman/daisy-shoes-bostanten-nami-sepatu-sneakers-wanita-sport-shoes-nyaman-dan-casual-serbaguna-tinggi-3-5cm-1733075448173069804?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,【 VIRAL】CANIKOREA Winter Sepatu Sneakers Wanita Casual Sepatu Aestetic Outdoor Sneakers Korean Style Olahraga Sport Shoes y2k Silver K9256,138900,Rp300.000,54,4.9,CANIKOREA,https://www.tokopedia.com/canikorea/special-thr-canikorea-winter-sepatu-sneakers-wanita-casual-sepatu-lebaran-idul-fitri-sepatu-hari-raya-aestetic-outdoor-sneakers-korean-style-olahraga-sport-shoes-y2k-silver-k9256-1730168424402224600?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Geoff Max Wolf Vicious Frost Grey Walking Shoes | Sepatu Sneakers Casual Pria Wanita Unisex,402000,Rp489.000,18,4.8,Geoff Max_NEW,https://www.tokopedia.com/gmxofficial/geoff-max-wolf-vicious-frost-grey-walking-shoes-pria-wanita-1734396254768563465?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Puma Speedcat Ballet Dark Chocolate Womens (100% Authentic),1899000,,0,5.0,Senikersku,https://www.tokopedia.com/senikersku/puma-speedcat-ballet-dark-chocolate-womens-100-authentic-1732082625105855647?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch%26whid%3D18692987
sepatu,"KOII ""Free Box"" Size (36 -41) Jeno Sepatu Wanita Sneakers Kasual Fashion Korean Sport Shoes",99900,Rp329.800,70,4.8,KOII Mode,https://www.tokopedia.com/koii-mode/koii-free-box-size-36-41-jeno-sepatu-wanita-sneakers-kasual-fashion-korean-sport-shoes-1730979733232518249?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,LUMMYSHOP Balerie Sneakers Wanita Sepatu Kets Casual Merah Pink Coklat Silver White Premium Import,189000,Rp378.000,50,4.8,lummyshop_NEW,https://www.tokopedia.com/lummyshopofficial/lummyshop-balerie-sneakers-wanita-sepatu-kets-casual-merah-pink-coklat-silver-white-premium-import-1731375642817758826?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,CANI Mingyu Sepatu Wanita Kasual Karet Shoes Sepatu Aestetic Sneakers Ootd    Keren - Sport Shoes Size 36 K9245,73900,Rp300.000,75,4.9,SEPATUCANI,https://www.tokopedia.com/sepatucani/lebaran-sale-cani-mingyu-sepatu-wanita-kasual-karet-shoes-sepatu-aestetic-sneakers-ootd-hari-raya-sepatu-lebaran-keren-ramadhan-2026-sport-shoes-size-36-k9245-1731078570606232628?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Cladico Sepatu Pria Kerja Boots Safety Ujung besi Oliver Low Hitam Shoes,195000,Rp250.000,22,4.8,Lavio Footwear,https://www.tokopedia.com/laviofootwear/cladico-sepatu-pria-kerja-boots-safety-ujung-besi-oliver-low-hitam-shoes-1729673646919682374?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,WINOD - Naura Sepatu Sneakers Wanita Sekolah Kuliah Main Outdoor Sepatu Tali Korean Style Multifungsi Ringan,143000,Rp350.000,59,4.8,winod,https://www.tokopedia.com/winodofficialshop/02-winod-naura-ballerina-shoes-sneakers-wanita-1733740777692825204?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,LUMMYSHOP Mexico Mary Jane Sneakers Flatshoes Wanita Black Soft Pink Silver White Premium Import,188900,Rp378.000,50,4.9,lummyshop_NEW,https://www.tokopedia.com/lummyshopofficial/lummyshop-mexico-mary-jane-sneakers-flatshoes-wanita-black-soft-pink-silver-white-premium-import-1732741331521275498?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch%26whid%3D12386032
sepatu,COROLLA LUNA VELCRO – Sepatu Olahraga Wanita Sepatu Korea Korean Style Mudah Dipakai Nyaman Praktis Sepatu Sekolah Kerja,205996,Rp450.000,54,4.9,COROLLA Shoes Shop,https://www.tokopedia.com/corolla-shoes-shop/corolla-luna-velcro-sepatu-olahraga-wanita-sepatu-korea-korean-style-mudah-dipakai-nyaman-praktis-sepatu-sekolah-kerja-1731935419737998424?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Sepatu Safety Pria Sepatu Safety Chicken Sepatu Safety Ujung Besi,79800,,0,4.9,DISTRIBUTOR SEPATU.,https://www.tokopedia.com/distributorsepatu/sepatu-safety-pria-sepatu-safety-chicken-sepatu-safety-ujung-besi-safety-cat-tali-37?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Havana Sepatu Sneakers Tali Simpel Kulit Wanita Korea Canvas Sports Shoes Casual Kasual,79900,Rp298.000,73,4.8,KOII Mode,https://www.tokopedia.com/koii-mode/havana-sepatu-sneakers-tali-simpel-kulit-wanita-korea-canvas-sports-shoes-casual-kasual-1730005050402703465?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Sepatu Compass Gazelle Low Cream,367200,Rp408.000,10,4.9,sepatu compass,https://www.tokopedia.com/sepatucompass/sepatu-compass-gazelle-low-cream-41-a3967?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Aerostreet 37-44 Hoops Low 2.0 Putih Abu Muda Putih - Sepatu Sneakers Casual,199900,Rp399.800,50,4.9,Aerostreet,https://www.tokopedia.com/aerostreet/aerostreet-37-44-hoops-low-2-0-putih-abu-muda-putih-sepatu-sneakers-casual-1733869860492510365?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,SEPATU UNISEX PRIA DAN WANITA ADINDAS SAMBAS KASUAL Shoes Casual Sneakers,290000,,0,4.8,Gudang sepatu jakarta,https://www.tokopedia.com/amelsportjakarta/sepatu-unisex-pria-dan-wanita-adindas-sambas-kasual-shoes-casual-sneakers-1729636302395180908?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Aerostreet 37-41 Ortiz Natural Burgundy Natural  - Sepatu Sneakers Sport,174708,Rp379.800,54,4.9,Aerostreet,https://www.tokopedia.com/aerostreet/aerostreet-37-41-ortiz-natural-burgundy-natural-sepatu-sneakers-sport-1733782923738252445?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,SOVELLA Kalea Sepatu Wanita Sneakers Abu - Abu Sporty Nyaman Dan Elegan,129900,Rp399.900,68,4.9,Sovella.id,https://www.tokopedia.com/sovella/sovella-kalea-sepatu-wanita-sneakers-sporty-kekinian-apricot-36-fe3d9?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458048E98D81F8217302D8VE0%26src%3Dsearch
sepatu,Ando Official Sepatu Sneakers Asher Pria Dewasa - Hitam/Putih,170000,Rp180.000,6,4.9,Ando Official Store,https://www.tokopedia.com/ando-official-store/ando-official-sepatu-sneakers-asher-pria-dewasa-hitam-putih-39?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch%26whid%3D7410804
sepatu,Aerostreet 37-44 Denver Krem Army Merah - Sepatu Sneakers Casual,211508,Rp459.800,54,4.9,Aerostreet,https://www.tokopedia.com/aerostreet/aerostreet-37-44-denver-krem-army-merah-sepatu-sneakers-casual-1733473643274339485?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,BRODO - Ace Nova Full Black,452760,Rp659.000,31,4.9,Brodo Footwear_NEW,https://www.tokopedia.com/brodo/brodo-ace-nova-full-black-1729714255390868765?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Sepatu Wama Gaxin v2 39-43 sepatu Pria sneakers Shoes casual vulcanized,146280,Rp159.000,8,4.8,WAMA INDONESIA_NEW,https://www.tokopedia.com/wama-indonesia/sepatu-wama-gaxin-v2-39-43-sepatu-pria-sneakers-shoes-casual-vulcanized-1729423439911750046?extParam=ivf%3Dtrue%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Aerostreet 37-44 Ortiz Natural Biru Coklat - Sepatu Sneakers Sport,211508,Rp459.800,54,4.9,Aerostreet,https://www.tokopedia.com/aerostreet/aerostreet-37-44-ortiz-natural-biru-coklat-sepatu-sneakers-sport-1733521293188826269?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,UNERD | DHIGH V2 | Sepatu Sneakers Pria Wanita,332100,Rp718.000,54,4.9,Unerd Footwear,https://www.tokopedia.com/unerdfootwear/unerd-dhigh-v2-sepatu-sneakers-pria-wanita-1730989946112673126?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Etnick Sepatu Sneakers Etnick Viper Strike Pria dan Wanita dengan Desain Orange dan Putih Nyaman untuk Aktivitas Sehari-hari Shoes | Kekinian,187000,,0,,Eco Beauty Co,https://www.tokopedia.com/eco-beauty-co/etnick-sepatu-sneakers-etnick-viper-strike-pria-dan-wanita-dengan-desain-orange-dan-putih-nyaman-untuk-aktivitas-sehari-hari-shoes-kekinian-1734464972724209085?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Oxwalker Oliver Black Gum sepatu docmart cowok sepatu docmart pria sepatu pantofel sepatu formal sepatu kasual sepatu oxford sepatu wisuda sepatu kulit sepatu loafers,216363,Rp430.000,50,4.9,oxwalker_NEW,https://www.tokopedia.com/oxwalker/oxwalker-oliver-black-gum-sepatu-docmart-cowok-sepatu-docmart-pria-sepatu-pantofel-sepatu-formal-sepatu-kasual-sepatu-oxford-sepatu-wisuda-sepatu-kulit-sepatu-loafers-1729658438253316602?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Fashgenics Sepatu Running Nakahara Kasual Pria Wanita Cowok Shoes Sneakers Terbaru Kekinian Casual,187689,Rp250.000,25,4.7,Fashgenics CN,https://www.tokopedia.com/fashgenics-cn/fashgenics-sepatu-running-nakahara-kasual-pria-wanita-cowok-shoes-sneakers-terbaru-kekinian-casual-1730847050930685752?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,MOMO EAK-R Sepatu Kasual Pria Original Import-sepatu premium-sepatu pria putih-sepatu kasual putih Casual Shoes,219460,Rp396.900,45,4.8,MOMO SHOES,https://www.tokopedia.com/momo-shoes/momo-eak-r-sepatu-kasual-pria-original-import-sepatu-premium-sepatu-pria-putih-sepatu-kasual-putih-casual-shoes-1729858526070802593?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Aerostreet 37-44 Maximo Putih Putih Putih - Sepatu Sneakers Casual,183908,Rp399.800,54,4.9,Aerostreet,https://www.tokopedia.com/aerostreet/aerostreet-37-44-maximo-putih-putih-putih-sepatu-sneakers-casual-1733795967283004573?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,"SOBZ Sepatu kets kasual pria warna perak terbaru dari sedang diskon, cocok untuk mendaki gunung dan aktivitas sehari-hari. Sepatu ini nyaman, memiliki sirkulasi udara yang baik, anti selip, dan bergaya.",349900,Rp700.000,50,4.9,Sobz Official Store,https://www.tokopedia.com/sobz-official-store/sobz-sepatu-kets-kasual-trendi-pria-berwarna-perak-nyaman-dan-anti-selip-untuk-bepergian-1732542421293762016?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Aerostreet 37-44 Massive Low 2.0 Olive Gum - Sepatu Sneakers Casual,183908,Rp399.800,54,4.9,Aerostreet,https://www.tokopedia.com/aerostreet/aerostreet-37-44-massive-low-2-0-olive-gum-sepatu-sneakers-casual-1733882676871791773?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Sepatu Casual Ads samba 0g klasic Snekers,275908,Rp519.000,47,4.8,2B Sneakers,https://www.tokopedia.com/2b-sneakers/sepatu-casual-ads-samba-0g-klasic-snekers-1732332579578480493?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Sepatu Pria Dewasa Original Branded NS.TWENTY ONE Terbaru 2026 Spatu Sneakers Casual Dewasa Keren shoes,146527,Rp374.900,61,4.8,NS.TWENTY ONE,https://www.tokopedia.com/nstwenty-one/sepatu-pria-dewasa-original-branded-ns-twenty-one-terbaru-2023-spatu-sneakers-casual-dewasa-keren-shoes-1729638996758465326?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
sepatu,Importir Sepatu Casual Pria Sneakers Sport Kets Kekinian Trendy IM121544,290400,,0,,Sunny Nookma,https://www.tokopedia.com/sunny-nookma/importir-sepatu-casual-pria-sneakers-sport-kets-kekinian-trendy-im121544-1733870680849876393?extParam=ivf%3Dfalse%26keyword%3Dsepatu%26search_id%3D202605180458068E98D81F8217301BCGKF%26src%3Dsearch
baju,Kaos Oversize The dual personality of men Letter Hip hop T Shirt Distro Pria Wanita Cott 24s N163 kaos fashionmen mensstyle kemejaoversize cowok,61000,Rp122.000,50,4.6,maverickclub,https://www.tokopedia.com/maverickclub/kaos-oversize-the-dual-personality-of-men-letter-hip-hop-t-shirt-distro-pria-wanita-cott-24s-n163-kaos-fashionmen-mensstyle-kemejaoversize-cowok-1731004615696025018?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D20260518045816FE73F687E5BC52200VJM%26src%3Dsearch
baju,KALAIS Stripe Polo Shirt Knit Pria Slim Fit Salur Casual Pendek Kerah Garis,67000,Rp134.000,50,4.9,Kalais Menswear,https://www.tokopedia.com/kalaismenswear/kalais-stripe-polo-shirt-knit-pria-slim-fit-salur-casual-pendek-kerah-garis-1731294965224212025?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,"[GABUT] - Paket Bundling 3pcs Baju Kaos Distro Unisex Motif Jurassic Skate, HTS Putih, Skate For Life Navy Bahan Cotton Combed 24s Kaos Oblong Pria Wanita Produk Original Gabutltd",206908,Rp495.000,58,4.8,Gabutltd,https://www.tokopedia.com/archive-gabutltd-1728866748/gabut-paket-bundling-3pcs-baju-kaos-distro-unisex-motif-jurassic-skate-hts-putih-skate-for-life-navy-bahan-cotton-combed-24s-kaos-oblong-pria-wanita-produk-original-gabutltd-1731801543286163195?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D20260518045816FE73F687E5BC52200VJM%26src%3Dsearch
baju,(HARGA PABRIK) PROMO KAOS POLOS COTTON COMBED 30S MURAH,25500,,0,4.4,Irhamshop22,https://www.tokopedia.com/houseshirt-olshop/harga-pabrik-promo-kaos-polos-cotton-combed-30s-murah-putih-m-14a33?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,MAJERROU Pria Distro T-shirt Kaos Oblong Baju Kaos Pria Lengan Pendek Katun Adem Baju Combed Santai Distro Oblong CH525,78999,Rp395.000,80,4.7,MAJERROU OFFICAL,https://www.tokopedia.com/majerrou-offical/majerrou-pria-distro-t-shirt-kaos-oblong-baju-kaos-pria-lengan-pendek-katun-adem-baju-combed-santai-distro-oblong-ch525-1730636706772452354?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D20260518045816FE73F687E5BC52200VJM%26src%3Dsearch
baju,kaos surf NF like original mirror 1.1,69876,,0,,TOKO AHMAD DAYAT.,https://www.tokopedia.com/toko-ahmad-dayat/kaos-surf-nf-like-original-mirror-1-1-1730457322087679254?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,I'm GOATED T-shirt meme kucing Unisex pria wanita KAOS PRIA KAOS T-SHIRT DISTRO,54900,Rp60.000,8,4.8,cherrytombz,https://www.tokopedia.com/cherrytombz/i-m-goated-t-shirt-meme-kucing-unisex-pria-wanita-kaos-pria-kaos-t-shirt-distro-1732973855287117188?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,HULM - Still Longsleeved Top | Blouse Wanita,119000,,0,4.9,HULM,https://www.tokopedia.com/hulmofficial/hulm-still-longsleeved-top-blouse-wanita-1732846325656028782?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,Cardigan Rajut Knitwear -Baju Atasan Pria Wanita Motif Sweater Panjang Oversize Lembut Keren,88500,,0,4.8,Nzm-Fashion,https://www.tokopedia.com/nzm-fashion-570/cardigan-rajut-knitwear-baju-atasan-pria-wanita-motif-sweater-panjang-oversize-lembut-keren-1733260507479246246?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,"Kaos Baju Distro Murah Motif ""TO BE YOURSELF"" Original Premium Tebal Unisex Katun 24S Cewek Cowok Pasangan Nyaman Atasan Keren Simple Dewasa Couple Oblong Panjang Wanita Lembut Pendek pria",58700,Rp95.000,38,4.6,TokoKaosDistro.ID,https://www.tokopedia.com/tokokaosdistroid/kaos-baju-distro-murah-motif-to-be-yourself-original-premium-tebal-unisex-katun-24s-cewek-cowok-pasangan-nyaman-atasan-keren-simple-dewasa-couple-oblong-panjang-wanita-lembut-pendek-pria-1732287995476870649?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D20260518045816FE73F687E5BC52200VJM%26src%3Dsearch
baju,Gardigan wanita Atasan Crop Knitwear Kancing Cardigan,51000,,0,,diyell06,https://www.tokopedia.com/diyell06/gardigan-wanita-atasan-crop-knitwear-kancing-cardigan-1731116894414603953?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,Freaky Tshirt Longsleeve Imperfect Tees Katun,89000,Rp180.000,51,4.7,FreakyOfficialStore,https://www.tokopedia.com/freakyofficialstore/freaky-tshirt-longsleeve-imperfect-tees-katun-1732633015370352061?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,WUSH CLUB BOXY STRIP FIT TEE BAJU KAOS DISTRO PRIA WANITA OVERSIZE COTTON COMBAD 24S DARK BROWN,68000,Rp150.000,55,4.8,Wush Club Store,https://www.tokopedia.com/wush-club-store/wush-club-boxy-strip-fit-tee-baju-kaos-distro-pria-wanita-oversize-cotton-combad-24s-dark-brown-1732150185296561987?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D20260518045816FE73F687E5BC52200VJM%26src%3Dsearch
baju,ALAND - MAHAGRID - Dont Panic Pigment Tee Pink - Atasan Kaos Pink Unisex,703120,Rp799.000,12,5.0,Aland Store Indonesia,https://www.tokopedia.com/alandstoreid/aland-mahagrid-dont-panic-pigment-tee-pink-atasan-kaos-pink-unisex-1732015610665535130?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,KAOS POLOS LENGAN PENDEK COTTON COMBED 30S,45000,,0,,RH ACC_NEW,https://www.tokopedia.com/rh-acc/kaos-polos-lengan-pendek-cotton-combed-30s-1734429447376831768?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,KAOS DEWASA COTTON LEMBUT LOGO BAJU PRIA WANITA PREMIUM COMBET 30S GAYA KOREA JEPANG KEREN BAGUS ADEM BAJU KAOS OBLONG SANTAI ATASAN TSHIRT BAND SKENA NYAMAN PENDEK KATUN SOFT MOTIF 100% COTTON LENGAN PENDEK DISTRO OLAHRAGA 2025 2026 SIZE M - XXL POLOSAN,45490,Rp47.000,3,4.5,TokoKaosTerbaik,https://www.tokopedia.com/tokokaosterbaik/kaos-dewasa-cotton-lembut-logo-baju-pria-wanita-premium-combet-30s-gaya-korea-jepang-keren-bagus-adem-baju-kaos-oblong-santai-atasan-tshirt-band-skena-nyaman-pendek-katun-soft-motif-100-cotton-lengan-pendek-distro-olahraga-2025-2026-size-m-xxl-polosan-1733696295902873578?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,Tiara Jisso Zipper Knit Cardigan Atasan Rajut Wanit Korean Style,43650,Rp151.000,71,5.0,TIARA.STORE.ID,https://www.tokopedia.com/tiarastoreid/tiara-jisso-zipper-knit-cardigan-atasan-rajut-wanit-korean-style-1735427087546418393-1735427099987313881?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,Jaket Olahraga Wanita Slim Fit Hitam Anti UV UPF+50 untuk Kegiatan Outdoor dan Training Abu Sport,43200,Rp90.000,52,4.9,Inaratoko04,https://www.tokopedia.com/inaratoko04/jaket-olahraga-wanita-slim-fit-hitam-anti-uv-upf-50-untuk-kegiatan-outdoor-dan-training-abu-sport-1733416505274632029?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,PROMO KAOS UNISEX 3PCS HANYA 50K BISA DIPAKAI UNISEX,48000,Rp55.000,13,4.7,TERMINAL FASHION_NEW,https://www.tokopedia.com/terminal-fashion-215/promo-kaos-unisex-3pcs-hanya-50k-bisa-dipakai-unisex-1729672811182851482?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,Atasan Rajut Casual Knit Lengan Panjang Kekinian Korean Style Bassic Sweater Zipper Bawah Knitwear Korean Style Top Wanita Tebal Baju Crop Hitam Basic Lembut Nyaman,48540,Rp119.800,59,4.5,Centira knitwear,https://www.tokopedia.com/centira-knitwear/atasan-rajut-casual-knit-lengan-panjang-kekinian-korean-style-bassic-sweater-zipper-bawah-knitwear-korean-style-top-wanita-tebal-baju-crop-hitam-basic-lembut-nyaman-1732732741444798301?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,JAKET OLAHRAGA WANITA LENGAN PANJANG KEKINIAN COCOK UNTUK JOGING/LARI/OUTDOR/GYM,45000,,0,5.0,Ridone shop,https://www.tokopedia.com/ridones-1/jaket-olahraga-wanita-lengan-panjang-kekinian-cocok-untuk-joging-lari-outdor-gym-1735520894384637742-1735521065166145326?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,FREE PARFUM - KAOS PADI KANCA BTD1095 COMBED24s knitto textil COGANSTORE,129139,Rp399.000,68,4.9,OOTDCOGAN02,https://www.tokopedia.com/ootdcogan02/free-stiker-je-btd754-kaos-high-quality-cotton-combed-28s-coganstore-1730640718046004339-1734677357905216627?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,RIOTWEAR-Kaos Life Regular Fit Cotton Baju Pria Wanita Lengan Pendek Atasan Tshirt Distro,49900,Rp69.000,28,4.6,Riotwear,https://www.tokopedia.com/riotwear/riotwear-kaos-life-regular-fit-cotton-baju-pria-wanita-lengan-pendek-atasan-tshirt-distro-1731159874458781549?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
baju,baju simple kaos pria keren distro original katun 100% couple premium tebal terbaru 2025,78000,Rp158.420,51,,ARTED FENDDM,https://www.tokopedia.com/arted-fenddm/baju-simple-kaos-pria-keren-distro-original-katun-100-couple-premium-tebal-terbaru-2025-1733606238161962301?extParam=ivf%3Dfalse%26keyword%3Dbaju%26search_id%3D202605180458118D3BBA7425E7C902170I%26src%3Dsearch
